Data,Dia,Mês,Ano,Data_abr,Top,Titulo,Autor,Spotify_link
1958-08-04,4,8,1958,8/1958,1,Poor Little Fool,Ricky Nelson,https://open.spotify.com/track/5ayybTSXNwcarDtxQKqvWX
1958-08-04,4,8,1958,8/1958,2,Patricia,Perez Prado And His Orchestra,https://open.spotify.com/track/1BbZJplex0pifLjhuhoaK5
1958-08-04,4,8,1958,8/1958,3,Splish Splash,Bobby Darin,https://open.spotify.com/track/40fD7ct05FvQHLdQTgJelG
1958-08-04,4,8,1958,8/1958,4,Hard Headed Woman,Elvis Presley With The Jordanaires,https://open.spotify.com/track/32CVurlBxtEYQlDm3yzCLl
1958-08-04,4,8,1958,8/1958,5,When,Kalin Twins,https://open.spotify.com/track/3HZJ9BLBpDya4p71VfXSWp
1958-09-01,1,9,1958,9/1958,1,Nel Blu Dipinto Di Blu (Volaré),Domenico Modugno,https://open.spotify.com/track/1S9llGsYvhyIZG6FkSzhs9
1958-09-01,1,9,1958,9/1958,2,Little Star,The Elegants,https://open.spotify.com/track/67eLX8pb0aEvXWGQTpfRzf
1958-09-01,1,9,1958,9/1958,3,Bird Dog,The Everly Brothers,https://open.spotify.com/track/2ZCkqAo0tzzCVOth7ityh5
1958-09-01,1,9,1958,9/1958,4,Just A Dream,Jimmy Clanton And His Rockets,https://open.spotify.com/track/1fDKsQrMYOTGHYgyIxycmM
1958-09-01,1,9,1958,9/1958,5,Poor Little Fool,Ricky Nelson,https://open.spotify.com/track/5ayybTSXNwcarDtxQKqvWX
1958-10-06,6,10,1958,10/1958,1,It's All In The Game,Tommy Edwards,https://open.spotify.com/track/2tvt5K7y1gndmCgtIoLo1f
1958-10-06,6,10,1958,10/1958,2,Bird Dog,The Everly Brothers,https://open.spotify.com/track/2ZCkqAo0tzzCVOth7ityh5
1958-10-06,6,10,1958,10/1958,3,Rock-in Robin,Bobby Day,https://open.spotify.com/track/5sdZEmlwDJpISfCjyCneHi
1958-10-06,6,10,1958,10/1958,4,Nel Blu Dipinto Di Blu (Volaré),Domenico Modugno,https://open.spotify.com/track/1S9llGsYvhyIZG6FkSzhs9
1958-10-06,6,10,1958,10/1958,5,Little Star,The Elegants,https://open.spotify.com/track/67eLX8pb0aEvXWGQTpfRzf
1958-11-03,3,11,1958,11/1958,1,It's All In The Game,Tommy Edwards,https://open.spotify.com/track/2tvt5K7y1gndmCgtIoLo1f
1958-11-03,3,11,1958,11/1958,2,It's Only Make Believe,Conway Twitty,https://open.spotify.com/track/1xVOttVNT27FBTD8iHjOfU
1958-11-03,3,11,1958,11/1958,3,Topsy II,Cozy Cole,https://open.spotify.com/track/3KVII1yBwfwuNQLZXma0oS
1958-11-03,3,11,1958,11/1958,4,Tom Dooley,The Kingston Trio,https://open.spotify.com/track/2qLxtO0iaFGI9x19vU3bDI
1958-11-03,3,11,1958,11/1958,5,Rock-in Robin,Bobby Day,https://open.spotify.com/track/5sdZEmlwDJpISfCjyCneHi
1958-12-01,1,12,1958,12/1958,1,"To Know Him, Is To Love Him",The Teddy Bears,https://open.spotify.com/track/2fa1vwxc0cs3tX7hTr7mSR
1958-12-01,1,12,1958,12/1958,2,Tom Dooley,The Kingston Trio,https://open.spotify.com/track/2qLxtO0iaFGI9x19vU3bDI
1958-12-01,1,12,1958,12/1958,3,It's Only Make Believe,Conway Twitty,https://open.spotify.com/track/1xVOttVNT27FBTD8iHjOfU
1958-12-01,1,12,1958,12/1958,4,Beep Beep,The Playmates,https://open.spotify.com/track/4dHj1lNBs6aWDiki4LXj8W
1958-12-01,1,12,1958,12/1958,5,One Night,Elvis Presley,https://open.spotify.com/track/3nwxwYSwdFvyLngepyPxOZ
1959-01-05,5,1,1959,1/1959,1,The Chipmunk Song,The Chipmunks With David Seville,https://open.spotify.com/track/7mZwaEEaHSeTYC2hTAjUki
1959-01-05,5,1,1959,1/1959,2,Smoke Gets In Your Eyes,The Platters,https://open.spotify.com/track/2vSxjnyrWrtxyfzO47EX6q
1959-01-05,5,1,1959,1/1959,3,"To Know Him, Is To Love Him",The Teddy Bears,https://open.spotify.com/track/2fa1vwxc0cs3tX7hTr7mSR
1959-01-05,5,1,1959,1/1959,4,Problems,The Everly Brothers,https://open.spotify.com/track/4hP36wOQcgUUMqtaSj9u1e
1959-01-05,5,1,1959,1/1959,5,One Night,Elvis Presley,https://open.spotify.com/track/3nwxwYSwdFvyLngepyPxOZ
1959-02-02,2,2,1959,2/1959,1,Smoke Gets In Your Eyes,The Platters,https://open.spotify.com/track/2vSxjnyrWrtxyfzO47EX6q
1959-02-02,2,2,1959,2/1959,2,The All American Boy,Bill Parsons,https://open.spotify.com/track/2JXQ9QIe9TaaHpCt0mORyO
1959-02-02,2,2,1959,2/1959,3,Donna,Ritchie Valens,https://open.spotify.com/track/0VE4ayVlGs5DBoqOdgJ0Zv
1959-02-02,2,2,1959,2/1959,4,16 Candles,The Crests,https://open.spotify.com/track/3Timk4Wy8wnJDCfq6O7YDW
1959-02-02,2,2,1959,2/1959,5,Stagger Lee,Lloyd Price,https://open.spotify.com/track/7qoaMWT3eRCKG1RN6dVuOY
1959-03-02,2,3,1959,3/1959,1,Stagger Lee,Lloyd Price,https://open.spotify.com/track/7qoaMWT3eRCKG1RN6dVuOY
1959-03-02,2,3,1959,3/1959,2,Donna,Ritchie Valens,https://open.spotify.com/track/0VE4ayVlGs5DBoqOdgJ0Zv
1959-03-02,2,3,1959,3/1959,3,Charlie Brown,The Coasters,https://open.spotify.com/track/58XdPzuTduoojSzbEwei5s
1959-03-02,2,3,1959,3/1959,4,16 Candles,The Crests,https://open.spotify.com/track/3Timk4Wy8wnJDCfq6O7YDW
1959-03-02,2,3,1959,3/1959,5,Petite Fleur (Little Flower),Chris Barber's Jazz Band,https://open.spotify.com/track/2Yv9W2gB5SxAjnP8RFPvdK
1959-04-06,6,4,1959,4/1959,1,Venus,Frankie Avalon,https://open.spotify.com/track/1odzZRPb3CvbIT2xU5vFma
1959-04-06,6,4,1959,4/1959,2,Come Softly To Me,The Fleetwoods,https://open.spotify.com/track/603N4XGJUTbK760GLCvIIs
1959-04-06,6,4,1959,4/1959,3,It's Just A Matter Of Time,Brook Benton,https://open.spotify.com/track/1v31Ib9Yzpc9buzF5wNvfE
1959-04-06,6,4,1959,4/1959,4,Pink Shoe Laces,Dodie Stevens,https://open.spotify.com/track/2DifRe6kiKZjeB1IqFl2jJ
1959-05-04,4,5,1959,5/1959,1,Come Softly To Me,The Fleetwoods,https://open.spotify.com/track/603N4XGJUTbK760GLCvIIs
1959-05-04,4,5,1959,5/1959,2,The Happy Organ,"Dave ""Baby"" Cortez",https://open.spotify.com/track/6fOxrKUo3f9OX2z6YrBpwy
1959-05-04,4,5,1959,5/1959,3,Sorry (I Ran All The Way Home),The Impalas,https://open.spotify.com/track/6nii2N9mhMpEXzYZHMCnX2
1959-05-04,4,5,1959,5/1959,4,Pink Shoe Laces,Dodie Stevens,https://open.spotify.com/track/2DifRe6kiKZjeB1IqFl2jJ
1959-05-04,4,5,1959,5/1959,5,Guitar Boogie Shuffle,The Virtues,https://open.spotify.com/track/6CIHxvT7MnSGsJLCoihLtV
1959-06-01,1,6,1959,6/1959,1,The Battle Of New Orleans,Johnny Horton,https://open.spotify.com/track/66eFGhs8LXeBgrXk0YgRJK
1959-06-01,1,6,1959,6/1959,2,Kansas City,Wilbert Harrison,https://open.spotify.com/track/4GvyP7CnBJEV2t7L7vOkjw
1959-06-01,1,6,1959,6/1959,3,Dream Lover,Bobby Darin,https://open.spotify.com/track/4GqMYg91LJXiLjvQBFc3s0
1959-07-06,6,7,1959,7/1959,1,The Battle Of New Orleans,Johnny Horton,https://open.spotify.com/track/66eFGhs8LXeBgrXk0YgRJK
1959-07-06,6,7,1959,7/1959,2,Lonely Boy,Paul Anka,https://open.spotify.com/track/44deyFcIU1jArZyFhOznh9
1959-07-06,6,7,1959,7/1959,4,Dream Lover,Bobby Darin,https://open.spotify.com/track/4GqMYg91LJXiLjvQBFc3s0
1959-07-06,6,7,1959,7/1959,5,Lipstick On Your Collar,Connie Francis,https://open.spotify.com/track/6k9j9Fn10bsv107KJtDJnh
1959-08-03,3,8,1959,8/1959,1,Lonely Boy,Paul Anka,https://open.spotify.com/track/44deyFcIU1jArZyFhOznh9
1959-08-03,3,8,1959,8/1959,2,A Big Hunk O' Love,Elvis Presley With The Jordanaires,https://open.spotify.com/track/3GI4aSJU8HrTM6msYXz1MT
1959-08-03,3,8,1959,8/1959,3,My Heart Is An Open Book,"Carl Dobkins, Jr.",https://open.spotify.com/track/19KPvT4qVayTV1OdS4LWsb
1959-08-03,3,8,1959,8/1959,4,The Battle Of New Orleans,Johnny Horton,https://open.spotify.com/track/66eFGhs8LXeBgrXk0YgRJK
1959-08-03,3,8,1959,8/1959,5,Tiger,Fabian,https://open.spotify.com/track/79XxOR7ZN4gPgw7Vo7H816
1959-09-07,7,9,1959,9/1959,1,The Three Bells,The Browns,https://open.spotify.com/track/5xghdTMuqQPqtDJ0bn3zkn
1959-09-07,7,9,1959,9/1959,2,Sleep Walk,Santo & Johnny,https://open.spotify.com/track/0yK8sWD6cfrc7pGfaPIcZH
1959-09-07,7,9,1959,9/1959,3,Sea Of Love,Phil Phillips With The Twilights,https://open.spotify.com/track/5w2uAJNkLR8mqh43scnILK
1959-09-07,7,9,1959,9/1959,4,I'm Gonna Get Married,Lloyd Price,https://open.spotify.com/track/3ewKZmCc9WuIs31e37YGdi
1959-09-07,7,9,1959,9/1959,5,Red River Rock,Johnny And The Hurricanes,https://open.spotify.com/track/643QHUvRNchbEDfcDvMILB
1959-10-05,5,10,1959,10/1959,1,Mack The Knife,Bobby Darin,https://open.spotify.com/track/3E5ndyOfO6vFDEIE42HA8o
1959-10-05,5,10,1959,10/1959,2,Put Your Head On My Shoulder,Paul Anka,https://open.spotify.com/track/6YDDrg8llsRtAgLlIROzZc
1959-10-05,5,10,1959,10/1959,3,Sleep Walk,Santo & Johnny,https://open.spotify.com/track/0yK8sWD6cfrc7pGfaPIcZH
1959-10-05,5,10,1959,10/1959,4,('til) I Kissed You,The Everly Brothers,https://open.spotify.com/track/2ltpYs0O8uNesHFgGHg0bt
1959-10-05,5,10,1959,10/1959,5,The Three Bells,The Browns,https://open.spotify.com/track/5xghdTMuqQPqtDJ0bn3zkn
1959-11-02,2,11,1959,11/1959,1,Mack The Knife,Bobby Darin,https://open.spotify.com/track/3E5ndyOfO6vFDEIE42HA8o
1959-11-02,2,11,1959,11/1959,2,Mr. Blue,The Fleetwoods,https://open.spotify.com/track/6bnFjTW3EnMG4BwreDnSHK
1959-11-02,2,11,1959,11/1959,3,Put Your Head On My Shoulder,Paul Anka,https://open.spotify.com/track/6YDDrg8llsRtAgLlIROzZc
1959-11-02,2,11,1959,11/1959,4,Don't You Know,Della Reese,https://open.spotify.com/track/77gwuMsTXUROsutkiGemoL
1959-11-02,2,11,1959,11/1959,5,Teen Beat,Sandy Nelson,https://open.spotify.com/track/0b6gDFi2UJhDDFk3vOIHxL
1959-12-07,7,12,1959,12/1959,1,Mack The Knife,Bobby Darin,https://open.spotify.com/track/3E5ndyOfO6vFDEIE42HA8o
1959-12-07,7,12,1959,12/1959,2,Heartaches By The Number,Guy Mitchell,https://open.spotify.com/track/5xFo9bNTVUQ7h6C1YGIVDV
1959-12-07,7,12,1959,12/1959,3,Mr. Blue,The Fleetwoods,https://open.spotify.com/track/6bnFjTW3EnMG4BwreDnSHK
1959-12-07,7,12,1959,12/1959,4,Don't You Know,Della Reese,https://open.spotify.com/track/77gwuMsTXUROsutkiGemoL
1959-12-07,7,12,1959,12/1959,5,In The Mood,Ernie Fields & Orch.,https://open.spotify.com/track/5zCGngps4WZhwlqtrRBQc2
1960-01-04,4,1,1960,1/1960,1,El Paso,Marty Robbins,https://open.spotify.com/track/4f8hBeMXMvssn6HtFAtblo
1960-01-04,4,1,1960,1/1960,2,Why,Frankie Avalon,https://open.spotify.com/track/4bfOSPvUq587Hp1x541CRB
1960-01-04,4,1,1960,1/1960,3,The Big Hurt,Miss Toni Fisher,https://open.spotify.com/track/4gqMao42g1TGGVYq8ZkZ1S
1960-01-04,4,1,1960,1/1960,4,Running Bear,Johnny Preston,https://open.spotify.com/track/2D8gEqtkTlQvOJi931hvO6
1960-01-04,4,1,1960,1/1960,5,Way Down Yonder In New Orleans,Freddie Cannon,https://open.spotify.com/track/0N3rMe8rUuGkcQjpVOAxCs
1960-02-01,1,2,1960,2/1960,1,Running Bear,Johnny Preston,https://open.spotify.com/track/2D8gEqtkTlQvOJi931hvO6
1960-02-01,1,2,1960,2/1960,2,Teen Angel,Mark Dinning,https://open.spotify.com/track/7aNVTsJFlnaUTEBO6fvWho
1960-02-01,1,2,1960,2/1960,3,El Paso,Marty Robbins,https://open.spotify.com/track/4f8hBeMXMvssn6HtFAtblo
1960-02-01,1,2,1960,2/1960,4,Where Or When,Dion & The Belmonts,https://open.spotify.com/track/1ZsHsqO3nrafksXkOBeUXG
1960-02-01,1,2,1960,2/1960,5,"Go, Jimmy, Go",Jimmy Clanton,https://open.spotify.com/track/5cve4MMQNqTaDDvfppo4fr
1960-03-07,7,3,1960,3/1960,1,"The Theme From ""A Summer Place""",Percy Faith And His Orchestra,https://open.spotify.com/track/6zwvB879PJSpTyFcg2wwnL
1960-03-07,7,3,1960,3/1960,2,He'll Have To Go,Jim Reeves,https://open.spotify.com/track/7DH5dXVuQaqcKf9oTy9oUN
1960-03-07,7,3,1960,3/1960,3,Handy Man,Jimmy Jones,https://open.spotify.com/track/63l4KCU2ZpXodzDzuHtyu4
1960-03-07,7,3,1960,3/1960,4,Wild One,Bobby Rydell,https://open.spotify.com/track/3ZAC5Rs6R7w1NyZ4vMIDXe
1960-03-07,7,3,1960,3/1960,5,What In The World's Come Over You,Jack Scott,https://open.spotify.com/track/0wcBaoZ0DyhPmKz5KBZPkr
1960-04-04,4,4,1960,4/1960,1,"The Theme From ""A Summer Place""",Percy Faith And His Orchestra,https://open.spotify.com/track/6zwvB879PJSpTyFcg2wwnL
1960-04-04,4,4,1960,4/1960,2,Puppy Love,Paul Anka,https://open.spotify.com/track/1mdfrHeZzxjz0FJ4BKRuxS
1960-04-04,4,4,1960,4/1960,3,Wild One,Bobby Rydell,https://open.spotify.com/track/3ZAC5Rs6R7w1NyZ4vMIDXe
1960-04-04,4,4,1960,4/1960,4,He'll Have To Go,Jim Reeves,https://open.spotify.com/track/7DH5dXVuQaqcKf9oTy9oUN
1960-04-04,4,4,1960,4/1960,5,Sweet Nothin's,Brenda Lee,https://open.spotify.com/track/4ZiDhG5Ift5I6reAEOBBec
1960-05-02,2,5,1960,5/1960,1,Stuck On You,Elvis Presley With The Jordanaires,https://open.spotify.com/track/7bA1DHtoJAvqyL42gHwOLa
1960-05-02,2,5,1960,5/1960,2,Greenfields,The Brothers Four,https://open.spotify.com/track/7LAsDdinXejDwodvelVVTa
1960-05-02,2,5,1960,5/1960,3,Sixteen Reasons,Connie Stevens,https://open.spotify.com/track/0oI0ekrSQ3aHiHcMi1B2gK
1960-05-02,2,5,1960,5/1960,4,Sink The Bismark,Johnny Horton,https://open.spotify.com/track/3ncplTQUYBcxi2cCTiqvKC
1960-06-06,6,6,1960,6/1960,1,Cathy's Clown,The Everly Brothers,https://open.spotify.com/track/27bw4i8LnECzVlbMZ4kFHw
1960-06-06,6,6,1960,6/1960,2,Stuck On You,Elvis Presley With The Jordanaires,https://open.spotify.com/track/7bA1DHtoJAvqyL42gHwOLa
1960-06-06,6,6,1960,6/1960,3,Good Timin',Jimmy Jones,https://open.spotify.com/track/52BR7Vx8Zh3BENnHztAE5Q
1960-06-06,6,6,1960,6/1960,4,He'll Have To Stay,Jeanne Black,https://open.spotify.com/track/4OgCE8bmGO7eatG3OuBEju
1960-06-06,6,6,1960,6/1960,5,Burning Bridges,Jack Scott,https://open.spotify.com/track/2E640uDqp5N7MuUX0hQdTW
1960-07-04,4,7,1960,7/1960,1,Everybody's Somebody's Fool,Connie Francis,https://open.spotify.com/track/0d8FE2qM1lDEv5TI8VuivT
1960-07-04,4,7,1960,7/1960,2,Alley-Oop,Hollywood Argyles,https://open.spotify.com/track/0hHJ8yxFMN6FOGMkIbsEta
1960-07-04,4,7,1960,7/1960,3,I'm Sorry,Brenda Lee,https://open.spotify.com/track/4LJcNiq2pBb8OeqrGdBJQw
1960-07-04,4,7,1960,7/1960,4,Because They're Young,Duane Eddy And The Rebels,https://open.spotify.com/track/7e6WpPjdq16yGomwJJbZiU
1960-07-04,4,7,1960,7/1960,5,Cathy's Clown,The Everly Brothers,https://open.spotify.com/track/27bw4i8LnECzVlbMZ4kFHw
1960-08-01,1,8,1960,8/1960,1,I'm Sorry,Brenda Lee,https://open.spotify.com/track/4LJcNiq2pBb8OeqrGdBJQw
1960-08-01,1,8,1960,8/1960,2,Itsy Bitsy Teenie Weenie Yellow Polkadot Bikini,Brian Hyland,https://open.spotify.com/track/20QM03EHCZf3nAPWvg5mJe
1960-08-01,1,8,1960,8/1960,3,It's Now Or Never,Elvis Presley With The Jordanaires,https://open.spotify.com/track/6yP3V5FXNNJU8Z441vxhCV
1960-08-01,1,8,1960,8/1960,5,Alley-Oop,Hollywood Argyles,https://open.spotify.com/track/0hHJ8yxFMN6FOGMkIbsEta
1960-09-05,5,9,1960,9/1960,1,It's Now Or Never,Elvis Presley With The Jordanaires,https://open.spotify.com/track/6yP3V5FXNNJU8Z441vxhCV
1960-09-05,5,9,1960,9/1960,2,The Twist,Chubby Checker,https://open.spotify.com/track/4YCnTYbq3oL1Lqpyxg33CU
1960-09-05,5,9,1960,9/1960,3,Walk -- Don't Run,The Ventures,https://open.spotify.com/track/7B2pUwzvlbNG9D855r9ugf
1960-09-05,5,9,1960,9/1960,4,Volare,Bobby Rydell,https://open.spotify.com/track/01XJiKMgHyMwZgD3s40bMi
1960-09-05,5,9,1960,9/1960,5,I'm Sorry,Brenda Lee,https://open.spotify.com/track/4LJcNiq2pBb8OeqrGdBJQw
1960-10-03,3,10,1960,10/1960,1,My Heart Has A Mind Of Its Own,Connie Francis,https://open.spotify.com/track/3045nQoh0ac7z0unR09c13
1960-10-03,3,10,1960,10/1960,2,Chain Gang,Sam Cooke,https://open.spotify.com/track/7v1858htfU0srTDwhxeka8
1960-10-03,3,10,1960,10/1960,3,Mr. Custer,Larry Verne,https://open.spotify.com/track/32DR1FnkuoY6ZrO2sx4NFQ
1960-10-03,3,10,1960,10/1960,4,The Twist,Chubby Checker,https://open.spotify.com/track/4YCnTYbq3oL1Lqpyxg33CU
1960-11-07,7,11,1960,11/1960,1,Save The Last Dance For Me,The Drifters,https://open.spotify.com/track/391TUcoPonqYykPkSZ5Z9U
1960-11-07,7,11,1960,11/1960,2,I Want To Be Wanted,Brenda Lee,https://open.spotify.com/track/03cB3gd91JsP3bCERC6Lmf
1960-11-07,7,11,1960,11/1960,3,Poetry In Motion,Johnny Tillotson,https://open.spotify.com/track/1ASWAH866Xn0gWeX3zC2SW
1960-11-07,7,11,1960,11/1960,4,Georgia On My Mind,Ray Charles,https://open.spotify.com/track/1AGU94UmRrDst2T9C5pEvI
1960-11-07,7,11,1960,11/1960,5,You Talk Too Much,Joe Jones,https://open.spotify.com/track/6j4cO3gMhTuG9GTmdUX7op
1960-12-05,5,12,1960,12/1960,2,Last Date,Floyd Cramer,https://open.spotify.com/track/7rbvjRc6ZTVA3GUXDx3Xtr
1960-12-05,5,12,1960,12/1960,3,Poetry In Motion,Johnny Tillotson,https://open.spotify.com/track/1ASWAH866Xn0gWeX3zC2SW
1960-12-05,5,12,1960,12/1960,4,Stay,Maurice Williams & The Zodiacs,https://open.spotify.com/track/5R2DZitRTDYtrkCoJiddct
1961-01-02,2,1,1961,1/1961,2,Wonderland By Night,Bert Kaempfert And His Orchestra,https://open.spotify.com/track/5Ik1BD4gKzxofvNgSRQbCF
1961-01-02,2,1,1961,1/1961,3,Last Date,Floyd Cramer,https://open.spotify.com/track/7rbvjRc6ZTVA3GUXDx3Xtr
1961-01-02,2,1,1961,1/1961,4,Exodus,Ferrante & Teicher,https://open.spotify.com/track/4pKUJwmq9mYcs1KNUsqAHH
1961-02-06,6,2,1961,2/1961,1,Will You Love Me Tomorrow,The Shirelles,https://open.spotify.com/track/4QMvxtZGcmvwWtmmoiRs5B
1961-02-06,6,2,1961,2/1961,2,Calcutta,Lawrence Welk And His Orchestra,https://open.spotify.com/track/28l8JbAxOhIwGv7ecqFCWz
1961-02-06,6,2,1961,2/1961,3,Exodus,Ferrante & Teicher,https://open.spotify.com/track/4pKUJwmq9mYcs1KNUsqAHH
1961-02-06,6,2,1961,2/1961,5,Calendar Girl,Neil Sedaka,https://open.spotify.com/track/7Gpx2fNJiilvrf9Ss8qbit
1961-03-06,6,3,1961,3/1961,1,Pony Time,Chubby Checker,https://open.spotify.com/track/1INWPr855fwWdAOeecbu0W
1961-03-06,6,3,1961,3/1961,2,Surrender,Elvis Presley With The Jordanaires,https://open.spotify.com/track/366wRPrx2airjcCRkxgoS2
1961-03-06,6,3,1961,3/1961,3,Wheels,The String-A-Longs,https://open.spotify.com/track/1A0VQxiaNFnUUbJPQKIP6N
1961-03-06,6,3,1961,3/1961,4,Don't Worry,Marty Robbins,https://open.spotify.com/track/0dPfKBYyPmoSfoLJqeKAs4
1961-03-06,6,3,1961,3/1961,5,Where The Boys Are,Connie Francis,https://open.spotify.com/track/1plEmsH26pWSX0WzPchcz1
1961-04-03,3,4,1961,4/1961,1,Blue Moon,The Marcels,https://open.spotify.com/track/42ojLX3UYsp4XhaX0sx29E
1961-04-03,3,4,1961,4/1961,3,Surrender,Elvis Presley With The Jordanaires,https://open.spotify.com/track/366wRPrx2airjcCRkxgoS2
1961-04-03,3,4,1961,4/1961,4,Pony Time,Chubby Checker,https://open.spotify.com/track/1INWPr855fwWdAOeecbu0W
1961-04-03,3,4,1961,4/1961,5,Dedicated To The One I Love,The Shirelles,https://open.spotify.com/track/4HdRMye6yPWOFrfLLM7W6b
1961-05-01,1,5,1961,5/1961,1,Runaway,Del Shannon,https://open.spotify.com/track/45Szkclj1lt4ubm7RFK68t
1961-05-01,1,5,1961,5/1961,2,Mother-In-Law,Ernie K-Doe,https://open.spotify.com/track/7qEwxMKJu8EsjvOoxMJoTT
1961-05-01,1,5,1961,5/1961,3,I've Told Every Little Star,Linda Scott,https://open.spotify.com/track/5nv5nS8ySZ2xKEmrnAKAe4
1961-05-01,1,5,1961,5/1961,4,A Hundred Pounds Of Clay,Gene McDaniels,https://open.spotify.com/track/4s9qKAu0wMyIWVUB7Cuv3j
1961-05-01,1,5,1961,5/1961,5,Blue Moon,The Marcels,https://open.spotify.com/track/42ojLX3UYsp4XhaX0sx29E
1961-06-05,5,6,1961,6/1961,1,Running Scared,Roy Orbison,https://open.spotify.com/track/6sbj89WozjblBMa5u41orw
1961-06-05,5,6,1961,6/1961,2,Travelin' Man,Ricky Nelson,https://open.spotify.com/track/1sM0yZDxUhPQhkDh2CLd6l
1961-06-05,5,6,1961,6/1961,3,Daddy's Home,Shep And The Limelites,https://open.spotify.com/track/40GsodtYDnfQ9ZErkBP4qz
1961-06-05,5,6,1961,6/1961,4,Mama Said,The Shirelles,https://open.spotify.com/track/2FSurjv7rxTOIFaOvAaxw9
1961-06-05,5,6,1961,6/1961,5,I Feel So Bad,Elvis Presley,https://open.spotify.com/track/42X4AMue61nbWRF7VGIbSz
1961-07-03,3,7,1961,7/1961,1,Quarter To Three,U.S. Bonds,https://open.spotify.com/track/02Pnl8bz7IBddYpUWogdYT
1961-07-03,3,7,1961,7/1961,2,Tossin' And Turnin',Bobby Lewis,https://open.spotify.com/track/79s3pSe1u6ggQBEwVPm58Z
1961-07-03,3,7,1961,7/1961,3,The Boll Weevil Song,Brook Benton,https://open.spotify.com/track/4vyCrRjMYszr05BizYjad8
1961-07-03,3,7,1961,7/1961,4,Raindrops,Dee Clark,https://open.spotify.com/track/4UHYLz9vfSdxXtBFzuREic
1961-07-03,3,7,1961,7/1961,5,The Writing On The Wall,Adam Wade,https://open.spotify.com/track/5XI3jyOXWRR9xghnwtSEFq
1961-08-07,7,8,1961,8/1961,1,Tossin' And Turnin',Bobby Lewis,https://open.spotify.com/track/79s3pSe1u6ggQBEwVPm58Z
1961-08-07,7,8,1961,8/1961,2,"I Like It Like That, Part 1",Chris Kenner,https://open.spotify.com/track/2zMbaZNtEMiv5rqLwKaGfN
1961-08-07,7,8,1961,8/1961,3,Last Night,Mar-Keys,https://open.spotify.com/track/7H22uQMwKWl43uagzO4Pnn
1961-08-07,7,8,1961,8/1961,4,Dum Dum,Brenda Lee,https://open.spotify.com/track/2amlWbDFBNfQyoHy7mIMnZ
1961-08-07,7,8,1961,8/1961,5,Hats Off To Larry,Del Shannon,https://open.spotify.com/track/0Eok7UwcfOhuNxBNnJzeHY
1961-09-04,4,9,1961,9/1961,1,Michael,The Highwaymen,https://open.spotify.com/track/0gs2Bt7Ob9c4ptwZM93eV3
1961-09-04,4,9,1961,9/1961,2,Wooden Heart,Joe Dowell,https://open.spotify.com/track/0i0AJ6SUXLYrv8mXxrhQ2Z
1961-09-04,4,9,1961,9/1961,3,Tossin' And Turnin',Bobby Lewis,https://open.spotify.com/track/79s3pSe1u6ggQBEwVPm58Z
1961-09-04,4,9,1961,9/1961,4,You Don't Know What You've Got (Until You Lose It),Ral Donner,https://open.spotify.com/track/7b5CaZGoxF5rth1jBITajb
1961-09-04,4,9,1961,9/1961,5,School Is Out,Gary U.S. Bonds,https://open.spotify.com/track/0sN7zg0bKjwcdzzqdrNGjx
1961-10-02,2,10,1961,10/1961,1,Take Good Care Of My Baby,Bobby Vee,https://open.spotify.com/track/06JokgprGDKrtZ1eP6z2CQ
1961-10-02,2,10,1961,10/1961,2,The Mountain's High,Dick and DeeDee,https://open.spotify.com/track/6DuczEcFIbRw7tQCLiTreb
1961-10-02,2,10,1961,10/1961,3,Crying,Roy Orbison,https://open.spotify.com/track/6eLL7QTdMWdhhG4i3jHDR9
1961-10-02,2,10,1961,10/1961,4,Hit The Road Jack,Ray Charles and his Orchestra,https://open.spotify.com/track/5dUMh0ugelpKfoFp3qChuK
1961-10-02,2,10,1961,10/1961,5,Little Sister,Elvis Presley,https://open.spotify.com/track/5jRnmQJAwBbtikNcvYbp3B
1961-11-06,6,11,1961,11/1961,1,Big Bad John,Jimmy Dean,https://open.spotify.com/track/61uAY9xdzYiIbYJ07XvKso
1961-11-06,6,11,1961,11/1961,2,Runaround Sue,Dion,https://open.spotify.com/track/1DndHckdH9m5rp6gYP086b
1961-11-06,6,11,1961,11/1961,3,Bristol Stomp,The Dovells,https://open.spotify.com/track/3JUsGrIFOHEnhdUFfVXTlN
1961-11-06,6,11,1961,11/1961,4,Hit The Road Jack,Ray Charles and his Orchestra,https://open.spotify.com/track/5dUMh0ugelpKfoFp3qChuK
1961-11-06,6,11,1961,11/1961,5,Fool #1,Brenda Lee,https://open.spotify.com/track/4T6euKxeRyXb8GtMnHh2nM
1961-12-04,4,12,1961,12/1961,1,Big Bad John,Jimmy Dean,https://open.spotify.com/track/61uAY9xdzYiIbYJ07XvKso
1961-12-04,4,12,1961,12/1961,2,Please Mr. Postman,The Marvelettes,https://open.spotify.com/track/6jX5mso4x00c1EiNMrTU9U
1961-12-04,4,12,1961,12/1961,3,Goodbye Cruel World,James Darren,https://open.spotify.com/track/5Bpn6mB1XyvMOzQnG5DAUK
1961-12-04,4,12,1961,12/1961,4,Runaround Sue,Dion,https://open.spotify.com/track/1DndHckdH9m5rp6gYP086b
1961-12-04,4,12,1961,12/1961,5,Fool #1,Brenda Lee,https://open.spotify.com/track/4T6euKxeRyXb8GtMnHh2nM
