Data,Dia,Mês,Ano,Data_abr,Top,Titulo,Autor,Spotify_link
1962-01-06,6,1,1962,1/1962,1,The Lion Sleeps Tonight,The Tokens,https://open.spotify.com/track/2F4FNcz68howQWD4zaGJSi
1962-01-06,6,1,1962,1/1962,2,The Twist,Chubby Checker,https://open.spotify.com/track/4YCnTYbq3oL1Lqpyxg33CU
1962-01-06,6,1,1962,1/1962,3,Run To Him,Bobby Vee,https://open.spotify.com/track/1QhVLyrR1If5e5i7TA8xwh
1962-01-06,6,1,1962,1/1962,4,Peppermint Twist - Part I,Joey Dee & the Starliters,https://open.spotify.com/track/64UPFKILqO6MkyYHEAYnQK
1962-01-06,6,1,1962,1/1962,5,Can't Help Falling In Love,Elvis Presley With The Jordanaires,https://open.spotify.com/track/44AyOl4qVkzS48vBsbNXaC
1962-02-03,3,2,1962,2/1962,1,Peppermint Twist - Part I,Joey Dee & the Starliters,https://open.spotify.com/track/64UPFKILqO6MkyYHEAYnQK
1962-02-03,3,2,1962,2/1962,2,Can't Help Falling In Love,Elvis Presley With The Jordanaires,https://open.spotify.com/track/44AyOl4qVkzS48vBsbNXaC
1962-02-03,3,2,1962,2/1962,3,The Twist,Chubby Checker,https://open.spotify.com/track/4YCnTYbq3oL1Lqpyxg33CU
1962-02-03,3,2,1962,2/1962,4,Norman,Sue Thompson,https://open.spotify.com/track/2V2GRCTSexjbe1RN32bil5
1962-02-03,3,2,1962,2/1962,5,I Know (You Don't Love Me No More),Barbara George,https://open.spotify.com/track/4IZBzpxPNFmKP7I6D3qVH6
1962-03-03,3,3,1962,3/1962,1,Duke Of Earl,Gene Chandler,https://open.spotify.com/track/6Hy22YDN9HJMRlJP1LwnJy
1962-03-03,3,3,1962,3/1962,2,Hey! Baby,Bruce Channel,https://open.spotify.com/track/0obIo2GEab6qqms6t3JaMY
1962-03-03,3,3,1962,3/1962,3,The Wanderer,Dion,https://open.spotify.com/track/3v8d3ku3kiTZVPxEt7a2dE
1962-03-03,3,3,1962,3/1962,4,Break It To Me Gently,Brenda Lee,https://open.spotify.com/track/5JccvAiwcZ7n3urnXqWPsG
1962-03-03,3,3,1962,3/1962,5,The Twist,Chubby Checker,https://open.spotify.com/track/4YCnTYbq3oL1Lqpyxg33CU
1962-04-07,7,4,1962,4/1962,1,Johnny Angel,Shelley Fabares,https://open.spotify.com/track/3bCA1hPy7cQD0DOyGTj47Q
1962-04-07,7,4,1962,4/1962,2,Don't Break The Heart That Loves You,Connie Francis,https://open.spotify.com/track/2fAB9BufYdc9AJLE6BusXP
1962-04-07,7,4,1962,4/1962,3,Good Luck Charm,Elvis Presley With The Jordanaires,https://open.spotify.com/track/19gotedXtqeE8dWju6WURW
1962-04-07,7,4,1962,4/1962,4,Slow Twistin',Chubby Checker (with Dee Dee Sharp),https://open.spotify.com/track/7iDgqnNiEjCLMcvErfT6zT
1962-04-07,7,4,1962,4/1962,5,Dream Baby (How Long Must I Dream),Roy Orbison,https://open.spotify.com/track/2brxFq9YHrI4v6RGrocn5X
1962-05-05,5,5,1962,5/1962,1,Soldier Boy,The Shirelles,https://open.spotify.com/track/7xt1KHm7ToHgfOaNhvONRR
1962-05-05,5,5,1962,5/1962,2,Mashed Potato Time,Dee Dee Sharp,https://open.spotify.com/track/6jouZcdraQvsbh7SWkLEui
1962-05-05,5,5,1962,5/1962,3,Johnny Angel,Shelley Fabares,https://open.spotify.com/track/3bCA1hPy7cQD0DOyGTj47Q
1962-05-05,5,5,1962,5/1962,4,Stranger On The Shore,Mr. Acker Bilk,https://open.spotify.com/track/061pN2sHhLNI3vAPIHVn2R
1962-05-05,5,5,1962,5/1962,5,Good Luck Charm,Elvis Presley With The Jordanaires,https://open.spotify.com/track/19gotedXtqeE8dWju6WURW
1962-06-02,2,6,1962,6/1962,1,I Can't Stop Loving You,Ray Charles,https://open.spotify.com/track/2b8cQfktOXRqaeAXSB4zaP
1962-06-02,2,6,1962,6/1962,2,Stranger On The Shore,Mr. Acker Bilk,https://open.spotify.com/track/061pN2sHhLNI3vAPIHVn2R
1962-06-02,2,6,1962,6/1962,3,Soldier Boy,The Shirelles,https://open.spotify.com/track/7xt1KHm7ToHgfOaNhvONRR
1962-06-02,2,6,1962,6/1962,4,Lovers Who Wander,Dion,https://open.spotify.com/track/3ApktgPHkNDBWaZCWvOKjK
1962-06-02,2,6,1962,6/1962,5,Mashed Potato Time,Dee Dee Sharp,https://open.spotify.com/track/6jouZcdraQvsbh7SWkLEui
1962-07-07,7,7,1962,7/1962,1,The Stripper,David Rose and His Orchestra,https://open.spotify.com/track/1EKSomESYvZs9CEAOidTDc
1962-07-07,7,7,1962,7/1962,2,Roses Are Red (My Love),Bobby Vinton,https://open.spotify.com/track/5zw4SajQ2IKvjnSWXOSDrh
1962-07-07,7,7,1962,7/1962,3,I Can't Stop Loving You,Ray Charles,https://open.spotify.com/track/2b8cQfktOXRqaeAXSB4zaP
1962-07-07,7,7,1962,7/1962,4,Palisades Park,Freddy Cannon,https://open.spotify.com/track/3tlBVdTBuwxlVqpxkLbHNT
1962-07-07,7,7,1962,7/1962,5,It Keeps Right On A-Hurtin',Johnny Tillotson,https://open.spotify.com/track/3EeF3uTDVQLaEzoFLF3orm
1962-08-04,4,8,1962,8/1962,1,Roses Are Red (My Love),Bobby Vinton,https://open.spotify.com/track/5zw4SajQ2IKvjnSWXOSDrh
1962-08-04,4,8,1962,8/1962,2,Breaking Up Is Hard To Do,Neil Sedaka,https://open.spotify.com/track/2uzXuyNJzGNhRzxEzQmD7I
1962-08-04,4,8,1962,8/1962,3,Sealed With A Kiss,Brian Hyland,https://open.spotify.com/track/6oM4ryXpuZmbFfBv2sEe7v
1962-08-04,4,8,1962,8/1962,4,The Wah Watusi,The Orlons,https://open.spotify.com/track/1txHbsMQPOPqjigbBXTULL
1962-08-04,4,8,1962,8/1962,5,"Ahab, The Arab",Ray Stevens,https://open.spotify.com/track/1yzZYaxqHWVwLyYrFjAcEi
1962-09-01,1,9,1962,9/1962,1,Sheila,Tommy Roe,https://open.spotify.com/track/5Mzu8smN6fRBCaUaTytD1W
1962-09-01,1,9,1962,9/1962,2,The Loco-Motion,Little Eva,https://open.spotify.com/track/5xzdDMhFYiuUONB0Mha9VS
1962-09-01,1,9,1962,9/1962,3,Breaking Up Is Hard To Do,Neil Sedaka,https://open.spotify.com/track/2uzXuyNJzGNhRzxEzQmD7I
1962-09-01,1,9,1962,9/1962,4,You Don't Know Me,Ray Charles,https://open.spotify.com/track/4h74V26B574hSICB5MZs1c
1962-09-01,1,9,1962,9/1962,5,Party Lights,Claudine Clark,https://open.spotify.com/track/3eCSZRFJz2ggtYkRLXPorp
1962-10-06,6,10,1962,10/1962,1,Sherry,The 4 Seasons,https://open.spotify.com/track/00meczE1jpLTX0BBzIGrAR
1962-10-06,6,10,1962,10/1962,2,Monster Mash,"Bobby ""Boris"" Pickett And The Crypt-Kickers",https://open.spotify.com/track/40lzYjHgIw0r55twhZI3SK
1962-10-06,6,10,1962,10/1962,3,Ramblin' Rose,Nat King Cole,https://open.spotify.com/track/6bZlab0NrNteVppLu9C2Zy
1962-10-06,6,10,1962,10/1962,4,Let's Dance,Chris Montez,https://open.spotify.com/track/2Qm5DrmotzWvqNM3JlcQYo
1962-10-06,6,10,1962,10/1962,5,Green Onions,Booker T. & The MG's,https://open.spotify.com/track/4fQMGlCawbTkH9yPPZ49kP
1962-11-03,3,11,1962,11/1962,1,He's A Rebel,The Crystals,https://open.spotify.com/track/0mG8Hety4RELeo6p808fcy
1962-11-03,3,11,1962,11/1962,2,Only Love Can Break A Heart,Gene Pitney,https://open.spotify.com/track/5fYVHUBPfApPTrgwh831t2
1962-11-03,3,11,1962,11/1962,3,Do You Love Me,The Contours,https://open.spotify.com/track/0Omt3rVppHIlYFXNL1VWgL
1962-11-03,3,11,1962,11/1962,4,Monster Mash,"Bobby ""Boris"" Pickett And The Crypt-Kickers",https://open.spotify.com/track/40lzYjHgIw0r55twhZI3SK
1962-11-03,3,11,1962,11/1962,5,All Alone Am I,Brenda Lee,https://open.spotify.com/track/4tMnrDxy7Vmv7HyK3ZTO2w
1962-12-01,1,12,1962,12/1962,1,Big Girls Don't Cry,The 4 Seasons,https://open.spotify.com/track/00meczE1jpLTX0BBzIGrAR
1962-12-01,1,12,1962,12/1962,2,Return To Sender,Elvis Presley With The Jordanaires,https://open.spotify.com/track/3uwIoa2emQILz6BmH6MtiW
1962-12-01,1,12,1962,12/1962,3,Bobby's Girl,Marcie Blane,https://open.spotify.com/track/1Kv9Inxy8zPZCQ3RkoVMF5
1962-12-01,1,12,1962,12/1962,4,Limbo Rock,Chubby Checker,https://open.spotify.com/track/6FXjVsmKPW93LXRFYhfmmw
1962-12-01,1,12,1962,12/1962,5,All Alone Am I,Brenda Lee,https://open.spotify.com/track/4tMnrDxy7Vmv7HyK3ZTO2w
1963-01-05,5,1,1963,1/1963,1,Telstar,The Tornadoes,https://open.spotify.com/track/5e7Iydav7OtvZft8sB2pW7
1963-01-05,5,1,1963,1/1963,2,Go Away Little Girl,Steve Lawrence,https://open.spotify.com/track/5wumm6TVaKYbfZo5hCcE4l
1963-01-05,5,1,1963,1/1963,3,Limbo Rock,Chubby Checker,https://open.spotify.com/track/6FXjVsmKPW93LXRFYhfmmw
1963-01-05,5,1,1963,1/1963,4,Bobby's Girl,Marcie Blane,https://open.spotify.com/track/1Kv9Inxy8zPZCQ3RkoVMF5
1963-01-05,5,1,1963,1/1963,5,Big Girls Don't Cry,The 4 Seasons,https://open.spotify.com/track/00meczE1jpLTX0BBzIGrAR
1963-02-02,2,2,1963,2/1963,1,Walk Right In,The Rooftop Singers,https://open.spotify.com/track/4WhT2YADjcU58IUgroWZQZ
1963-02-02,2,2,1963,2/1963,2,Hey Paula,Paul and Paula,https://open.spotify.com/track/5xaL0rVWhL7Mcw6T8Sirfk
1963-02-02,2,2,1963,2/1963,3,The Night Has A Thousand Eyes,Bobby Vee,https://open.spotify.com/track/79Znjf4idnnAIitAdHT5dk
1963-02-02,2,2,1963,2/1963,4,Go Away Little Girl,Steve Lawrence,https://open.spotify.com/track/5wumm6TVaKYbfZo5hCcE4l
1963-02-02,2,2,1963,2/1963,5,Loop De Loop,Johnny Thunder,https://open.spotify.com/track/12KirOpUDcCAjySIfqxSng
1963-03-02,2,3,1963,3/1963,1,Walk Like A Man,The 4 Seasons,https://open.spotify.com/track/4C76SOnBa9eQDwOwe11hPz
1963-03-02,2,3,1963,3/1963,2,Ruby Baby,Dion,https://open.spotify.com/track/19OfFnyz55W1eEZ82g2j6G
1963-03-02,2,3,1963,3/1963,3,Hey Paula,Paul and Paula,https://open.spotify.com/track/5xaL0rVWhL7Mcw6T8Sirfk
1963-03-02,2,3,1963,3/1963,4,Rhythm Of The Rain,The Cascades,https://open.spotify.com/track/7GHf8dQ2wA71wYOuRsQCZP
1963-03-02,2,3,1963,3/1963,5,Walk Right In,The Rooftop Singers,https://open.spotify.com/track/4WhT2YADjcU58IUgroWZQZ
1963-04-06,6,4,1963,4/1963,1,He's So Fine,The Chiffons,https://open.spotify.com/track/2Bs1Lw9LX8hBm70t1iGdlh
1963-04-06,6,4,1963,4/1963,2,Our Day Will Come,Ruby And The Romantics,https://open.spotify.com/track/3ngYXFSYtF5mHguNCA3JZ0
1963-04-06,6,4,1963,4/1963,3,The End Of The World,Skeeter Davis,https://open.spotify.com/track/5DTOOkooKFUvWj1XQTFa09
1963-04-06,6,4,1963,4/1963,4,South Street,The Orlons,https://open.spotify.com/track/1txHbsMQPOPqjigbBXTULL
1963-04-06,6,4,1963,4/1963,5,Can't Get Used To Losing You,Andy Williams,https://open.spotify.com/track/2eIk5ky8THuVeQg5Z5eVav
1963-05-04,4,5,1963,5/1963,1,I Will Follow Him,Little Peggy March,https://open.spotify.com/track/0RwgNJQgOflTllpsbYZZdx
1963-05-04,4,5,1963,5/1963,2,Can't Get Used To Losing You,Andy Williams,https://open.spotify.com/track/2eIk5ky8THuVeQg5Z5eVav
1963-05-04,4,5,1963,5/1963,3,Puff (The Magic Dragon),"Peter, Paul & Mary",https://open.spotify.com/track/3hqsBLMAqJqrhr434Z7WlA
1963-05-04,4,5,1963,5/1963,4,Pipeline,Chantay's,https://open.spotify.com/track/3Wwy5wlxd8CpKMZGc4Mgjf
1963-05-04,4,5,1963,5/1963,5,He's So Fine,The Chiffons,https://open.spotify.com/track/2Bs1Lw9LX8hBm70t1iGdlh
1963-06-01,1,6,1963,6/1963,1,It's My Party,Lesley Gore,https://open.spotify.com/track/1Pq47iFLC5U7j8xeNiNcuS
1963-06-01,1,6,1963,6/1963,2,If You Wanna Be Happy,Jimmy Soul,https://open.spotify.com/track/7D97JnBT73FWUh9KmRvP9M
1963-06-01,1,6,1963,6/1963,3,I Love You Because,Al Martino,https://open.spotify.com/track/5ggafYsNyKhTR9bISS3OPj
1963-06-01,1,6,1963,6/1963,4,Surfin' U.S.A.,The Beach Boys,https://open.spotify.com/track/0wz1LjDb9ZNEYwOmDJ3Q4b
1963-06-01,1,6,1963,6/1963,5,Da Doo Ron Ron (When He Walked Me Home),The Crystals,https://open.spotify.com/track/0fonScmHUzC0MglSLn9saA
1963-07-06,6,7,1963,7/1963,1,Easier Said Than Done,The Essex,https://open.spotify.com/track/2C5p7j2gw7Jr2VAZDiNP4u
1963-07-06,6,7,1963,7/1963,2,Sukiyaki,Kyu Sakamoto,https://open.spotify.com/track/7BIj2EumM3JA6NmxPcF6C5
1963-07-06,6,7,1963,7/1963,3,Blue On Blue,Bobby Vinton,https://open.spotify.com/track/5n6zROqnqMtYXfQ2vazEaz
1963-07-06,6,7,1963,7/1963,4,Hello Stranger,Barbara Lewis,https://open.spotify.com/track/7v8YDCoM60xCPuSbXerImD
1963-07-06,6,7,1963,7/1963,5,It's My Party,Lesley Gore,https://open.spotify.com/track/1Pq47iFLC5U7j8xeNiNcuS
1963-08-03,3,8,1963,8/1963,1,So Much In Love,The Tymes,https://open.spotify.com/track/6h0LLmMVZY108wNzD5UM6O
1963-08-03,3,8,1963,8/1963,2,Fingertips - Pt 2,Little Stevie Wonder,https://open.spotify.com/track/583siylDrKcgJAiN2GxGV1
1963-08-03,3,8,1963,8/1963,3,Surf City,Jan & Dean,https://open.spotify.com/track/1Oewmmr12xuhgzvUJ9Q0cf
1963-08-03,3,8,1963,8/1963,4,(You're the) Devil In Disguise,Elvis Presley With The Jordanaires,https://open.spotify.com/track/0D1pEisM3QkiacGXJe5dmd
1963-08-03,3,8,1963,8/1963,5,Wipe Out,The Surfaris,https://open.spotify.com/track/1SXnikPeoiWybksa7TWIYh
1963-09-07,7,9,1963,9/1963,1,My Boyfriend's Back,The Angels,https://open.spotify.com/track/5VPsHRgNi9i3sbJU4HeCc8
1963-09-07,7,9,1963,9/1963,2,"Hello Mudduh, Hello Fadduh! (A Letter From Camp)",Allan Sherman,https://open.spotify.com/track/1WvcgDbT79xeAa7Mv0klkK
1963-09-07,7,9,1963,9/1963,3,If I Had A Hammer,Trini Lopez,https://open.spotify.com/track/4JMl6POnS2IPBpVVwDl06P
1963-09-07,7,9,1963,9/1963,4,Blue Velvet,Bobby Vinton,https://open.spotify.com/track/3WO8ZBnOtad3xMz46Z54pY
1963-09-07,7,9,1963,9/1963,5,Candy Girl,The 4 Seasons,https://open.spotify.com/track/4AFLFG6pyvhBLC37FbDwc2
1963-10-05,5,10,1963,10/1963,1,Blue Velvet,Bobby Vinton,https://open.spotify.com/track/3WO8ZBnOtad3xMz46Z54pY
1963-10-05,5,10,1963,10/1963,2,"Sally, Go 'round The Roses",The Jaynetts,https://open.spotify.com/track/31s2mbxcx4LX1EtZg1fUvA
1963-10-05,5,10,1963,10/1963,3,Be My Baby,The Ronettes,https://open.spotify.com/track/1WN4uNclrDuczTO3bCr8s1
1963-10-05,5,10,1963,10/1963,4,Sugar Shack,Jimmy Gilmer And The Fireballs,https://open.spotify.com/track/2ufUa5Smg36NVHxpDijhIv
1963-10-05,5,10,1963,10/1963,5,Cry Baby,Garnet Mimms & The Enchanters,https://open.spotify.com/track/5G0yErsdIKfplod526gygr
1963-11-02,2,11,1963,11/1963,1,Sugar Shack,Jimmy Gilmer And The Fireballs,https://open.spotify.com/track/2ufUa5Smg36NVHxpDijhIv
1963-11-02,2,11,1963,11/1963,2,Deep Purple,Nino Tempo & April Stevens,https://open.spotify.com/track/5kJez8nvgq0HqhWy3UTQFx
1963-11-02,2,11,1963,11/1963,3,Washington Square,The Village Stompers,https://open.spotify.com/track/4bmIeGHL8uFrMnXlOsuFga
1963-11-02,2,11,1963,11/1963,4,Busted,Ray Charles and his Orchestra,https://open.spotify.com/track/3KtLLTfMX9DrrahuU6hLfp
1963-11-02,2,11,1963,11/1963,5,Mean Woman Blues,Roy Orbison,https://open.spotify.com/track/0xeSDTXE4yc7AyF5pleSe5
1963-12-07,7,12,1963,12/1963,1,Dominique,The Singing Nun (Soeur Sourire),https://open.spotify.com/track/76G41wBgGkynvmqiIhgCig
1963-12-07,7,12,1963,12/1963,2,I'm Leaving It Up To You,Dale & Grace,https://open.spotify.com/track/75Z7NtmI2D51nP9nV0D0tR
1963-12-07,7,12,1963,12/1963,3,Everybody,Tommy Roe,https://open.spotify.com/track/4IJcHdY7t0TcHnmjNtPkil
1963-12-07,7,12,1963,12/1963,4,Louie Louie,The Kingsmen,https://open.spotify.com/track/0iA3xXSkSCiJywKyo1UKjQ
1963-12-07,7,12,1963,12/1963,5,She's A Fool,Lesley Gore,https://open.spotify.com/track/3h681qZSmhBOciAXLl1nsA
1964-01-04,4,1,1964,1/1964,1,There! I've Said It Again,Bobby Vinton,https://open.spotify.com/track/3mwiyHBHfAzOe89MwqJeEb
1964-01-04,4,1,1964,1/1964,2,Louie Louie,The Kingsmen,https://open.spotify.com/track/0iA3xXSkSCiJywKyo1UKjQ
1964-01-04,4,1,1964,1/1964,3,Dominique,The Singing Nun (Soeur Sourire),https://open.spotify.com/track/76G41wBgGkynvmqiIhgCig
1964-01-04,4,1,1964,1/1964,4,Since I Fell For You,Lenny Welch,https://open.spotify.com/track/11z9ww56SMs4YOKTIDguhz
1964-01-04,4,1,1964,1/1964,5,Forget Him,Bobby Rydell,https://open.spotify.com/track/2cBcDL88A6c5IoFWceo7C7
1964-02-01,1,2,1964,2/1964,1,I Want To Hold Your Hand,The Beatles,https://open.spotify.com/track/5Qe7NHxeLAn8KoLTNLSdwe
1964-02-01,1,2,1964,2/1964,2,You Don't Own Me,Lesley Gore,https://open.spotify.com/track/7ngRS53kqxLcEt9Pythc5d
1964-02-01,1,2,1964,2/1964,3,Out Of Limits,The Marketts,https://open.spotify.com/track/7xAJpAeopaV6rilu3iiwME
1964-02-01,1,2,1964,2/1964,4,Surfin' Bird,The Trashmen,https://open.spotify.com/track/7EjyzZcbLxW7PaaLua9Ksb
1964-02-01,1,2,1964,2/1964,5,Hey Little Cobra,The Rip Chords,https://open.spotify.com/track/5LV5LgYnApxTF0BoZ3cDye
1964-03-07,7,3,1964,3/1964,1,I Want To Hold Your Hand,The Beatles,https://open.spotify.com/track/5Qe7NHxeLAn8KoLTNLSdwe
1964-03-07,7,3,1964,3/1964,2,She Loves You,The Beatles,https://open.spotify.com/track/0qsS2A3hwicJCLtcaR6JRQ
1964-03-07,7,3,1964,3/1964,3,Dawn (Go Away),The 4 Seasons,https://open.spotify.com/track/7tAwfqQWDA1dLKiLvn8EgH
1964-03-07,7,3,1964,3/1964,4,Please Please Me,The Beatles,https://open.spotify.com/track/5ZBeML7Lf3FMEVviTyvi8l
1964-04-04,4,4,1964,4/1964,1,Can't Buy Me Love,The Beatles,https://open.spotify.com/track/3SdingSsFcZDZAyvcJbgAw
1964-04-04,4,4,1964,4/1964,2,Twist And Shout,The Beatles,https://open.spotify.com/track/5ZBeML7Lf3FMEVviTyvi8l
1964-04-04,4,4,1964,4/1964,3,She Loves You,The Beatles,https://open.spotify.com/track/0qsS2A3hwicJCLtcaR6JRQ
1964-04-04,4,4,1964,4/1964,4,I Want To Hold Your Hand,The Beatles,https://open.spotify.com/track/5Qe7NHxeLAn8KoLTNLSdwe
1964-04-04,4,4,1964,4/1964,5,Please Please Me,The Beatles,https://open.spotify.com/track/5ZBeML7Lf3FMEVviTyvi8l
1964-05-02,2,5,1964,5/1964,1,Can't Buy Me Love,The Beatles,https://open.spotify.com/track/3SdingSsFcZDZAyvcJbgAw
1964-05-02,2,5,1964,5/1964,2,"Hello, Dolly!",Louis Armstrong And The All Stars,https://open.spotify.com/track/63kd4m3VFxcJjPVVtbVNAu
1964-05-02,2,5,1964,5/1964,3,Do You Want To Know A Secret,The Beatles,https://open.spotify.com/track/7Aobt67JnaF7qN8jCCKvHq
1964-05-02,2,5,1964,5/1964,4,Bits And Pieces,The Dave Clark Five,https://open.spotify.com/track/3yRMBAddZAci6MzGa05Dh2
1964-05-02,2,5,1964,5/1964,5,My Guy,Mary Wells,https://open.spotify.com/track/4591VqUIXysNlmI5NcAIUd
1964-06-06,6,6,1964,6/1964,1,Chapel Of Love,The Dixie Cups,https://open.spotify.com/track/2oQ0IdzEw1J5RbIrQ9g9mC
1964-06-06,6,6,1964,6/1964,2,Love Me Do,The Beatles,https://open.spotify.com/track/3VbGCXWRiouAq8VyMYN2MI
1964-06-06,6,6,1964,6/1964,3,My Guy,Mary Wells,https://open.spotify.com/track/4591VqUIXysNlmI5NcAIUd
1964-06-06,6,6,1964,6/1964,5,"Hello, Dolly!",Louis Armstrong And The All Stars,https://open.spotify.com/track/63kd4m3VFxcJjPVVtbVNAu
1964-07-04,4,7,1964,7/1964,1,I Get Around,The Beach Boys,https://open.spotify.com/track/3v9xlH6BpmRbqL7hgNJhfT
1964-07-04,4,7,1964,7/1964,2,My Boy Lollipop,Millie Small,https://open.spotify.com/track/5IM6psLoDLytszopZz9ZOm
1964-07-04,4,7,1964,7/1964,3,Memphis,Johnny Rivers,https://open.spotify.com/track/5QqdnAVnNCfWp9CZ3pi5a0
1964-07-04,4,7,1964,7/1964,4,Don't Let The Sun Catch You Crying,Gerry And The Pacemakers,https://open.spotify.com/track/5WK2srLxBE7aCxg1Zt8GIe
1964-07-04,4,7,1964,7/1964,5,People,Barbra Streisand,https://open.spotify.com/track/5utYYyUPnf3ayrh9JeM7Y2
1964-08-01,1,8,1964,8/1964,1,A Hard Day's Night,The Beatles,https://open.spotify.com/track/65vdMBskhx3akkG9vQlSH1
1964-08-01,1,8,1964,8/1964,3,The Little Old Lady (From Pasadena),Jan & Dean,https://open.spotify.com/track/4F2w3xgfaVJdCSAqDtJULv
1964-08-01,1,8,1964,8/1964,4,Everybody Loves Somebody,Dean Martin,https://open.spotify.com/track/5I9sHwLDX28tLtzVgKLtpr
1964-08-01,1,8,1964,8/1964,5,Where Did Our Love Go,The Supremes,https://open.spotify.com/track/5uES1C2NgkdrNHiCwf9jRr
1964-09-05,5,9,1964,9/1964,1,House Of The Rising Sun,The Animals,https://open.spotify.com/track/4mn2kNTqiGLwaUR8JdhJ1l
1964-09-05,5,9,1964,9/1964,2,Where Did Our Love Go,The Supremes,https://open.spotify.com/track/5uES1C2NgkdrNHiCwf9jRr
1964-09-05,5,9,1964,9/1964,3,Everybody Loves Somebody,Dean Martin,https://open.spotify.com/track/5I9sHwLDX28tLtzVgKLtpr
1964-09-05,5,9,1964,9/1964,4,Because,The Dave Clark Five,https://open.spotify.com/track/21YySvqRhW6JbpFiOpBtXh
1964-09-05,5,9,1964,9/1964,5,C'mon And Swim,Bobby Freeman,https://open.spotify.com/track/2F2l5r6xLSuiJCBpkgf3RG
1964-10-03,3,10,1964,10/1964,2,Do Wah Diddy Diddy,Manfred Mann,https://open.spotify.com/track/48ZjHLkaHpXIlGGYUlb3bZ
1964-10-03,3,10,1964,10/1964,3,Bread And Butter,The Newbeats,https://open.spotify.com/track/1CTNVYg6BvhXj6HeIdzkdR
1964-10-03,3,10,1964,10/1964,4,Dancing In The Street,Martha & The Vandellas,https://open.spotify.com/track/6rLqjzGV5VMLDWEnuUqi8q
1964-10-03,3,10,1964,10/1964,5,Remember (Walkin' in the Sand),The Shangri-Las,https://open.spotify.com/track/4DR1rowKc2WeuCQS7wyQBI
1964-11-07,7,11,1964,11/1964,1,Baby Love,The Supremes,https://open.spotify.com/track/5uES1C2NgkdrNHiCwf9jRr
1964-11-07,7,11,1964,11/1964,3,Do Wah Diddy Diddy,Manfred Mann,https://open.spotify.com/track/48ZjHLkaHpXIlGGYUlb3bZ
1964-11-07,7,11,1964,11/1964,4,Leader Of The Pack,The Shangri-Las,https://open.spotify.com/track/6O5PIO5pAWxdoxvaUFQ02G
1964-11-07,7,11,1964,11/1964,5,Let It Be Me,Betty Everett & Jerry Butler,https://open.spotify.com/track/2MVG3i3yWBhG0DY2VBqOVh
1964-12-05,5,12,1964,12/1964,1,Ringo,Lorne Greene,https://open.spotify.com/track/5GHbWzjRy1XfnTf5rkA8bf
1964-12-05,5,12,1964,12/1964,2,Mr. Lonely,Bobby Vinton,https://open.spotify.com/track/5KG2ahk1cONbHvg3dBdTbx
1964-12-05,5,12,1964,12/1964,3,Leader Of The Pack,The Shangri-Las,https://open.spotify.com/track/6O5PIO5pAWxdoxvaUFQ02G
1964-12-05,5,12,1964,12/1964,4,She's Not There,The Zombies,https://open.spotify.com/track/6s6jmTumtDJGOB725jMJ8z
1964-12-05,5,12,1964,12/1964,5,Baby Love,The Supremes,https://open.spotify.com/track/5uES1C2NgkdrNHiCwf9jRr
1965-01-02,2,1,1965,1/1965,1,I Feel Fine,The Beatles,https://open.spotify.com/track/4gxs9En3aoaOm2J5wNMMm9
1965-01-02,2,1,1965,1/1965,2,Come See About Me,The Supremes,https://open.spotify.com/track/307kcWJQNMdiYYKj1LgClU
1965-01-02,2,1,1965,1/1965,3,Mr. Lonely,Bobby Vinton,https://open.spotify.com/track/5KG2ahk1cONbHvg3dBdTbx
1965-01-02,2,1,1965,1/1965,4,She's A Woman,The Beatles,https://open.spotify.com/track/6vsb1bU8oW7iqtjH2GeEaS
1965-01-02,2,1,1965,1/1965,5,Love Potion Number Nine,The Searchers,https://open.spotify.com/track/5CQtxEKlKtiJO3C4knSASA
1965-02-06,6,2,1965,2/1965,1,You've Lost That Lovin' Feelin',The Righteous Brothers,https://open.spotify.com/track/6AeyHqzNHJthYJbn0tvJ4b
1965-02-06,6,2,1965,2/1965,2,Downtown,Petula Clark,https://open.spotify.com/track/6S55C80YzjhSrCRRd1p80b
1965-02-06,6,2,1965,2/1965,3,The Name Game,Shirley Ellis,https://open.spotify.com/track/1wQjtqCtUqvaV6CjPKIGdc
1965-02-06,6,2,1965,2/1965,4,This Diamond Ring,Gary Lewis And The Playboys,https://open.spotify.com/track/78V47MibfQBUS5GqgfWzE8
1965-02-06,6,2,1965,2/1965,5,Hold What You've Got,Joe Tex,https://open.spotify.com/track/545PsoburZUtR9z75I2wjj
1965-03-06,6,3,1965,3/1965,1,My Girl,The Temptations,https://open.spotify.com/track/745H5CctFr12Mo7cqa1BMH
1965-03-06,6,3,1965,3/1965,2,This Diamond Ring,Gary Lewis And The Playboys,https://open.spotify.com/track/78V47MibfQBUS5GqgfWzE8
1965-03-06,6,3,1965,3/1965,3,You've Lost That Lovin' Feelin',The Righteous Brothers,https://open.spotify.com/track/6AeyHqzNHJthYJbn0tvJ4b
1965-03-06,6,3,1965,3/1965,4,The Jolly Green Giant,The Kingsmen,https://open.spotify.com/track/0WhJxcxyQOIK9iaH9GmpKv
1965-03-06,6,3,1965,3/1965,5,Eight Days A Week,The Beatles,https://open.spotify.com/track/1Dg4dFJr3HW7sbA7vPejre
1965-04-03,3,4,1965,4/1965,1,Stop! In The Name Of Love,The Supremes,https://open.spotify.com/track/52FlwUMMDnTK8TGkCag9Jd
